id	crate	file	line	test	generator	iterations	box	property	counterexample_class	concrete_instance	reachable	reason	method	notes	disposition
R158	axeyum-cnf	crates/axeyum-cnf/src/xor_cdcl.rs	1434	differential_vs_native_core_random	lcg	runs=500 (seed 0xabcd_0099_5eed_2222)	vars 3..=13; plain clauses 0..=4 of width 1..=3 (vars may repeat, signs random); planted XOR gates 0..=2 of width 2..=3 over distinct vars	xor_cdcl verdict == native core; Sat model satisfies	planted XOR gate of width >= 4 (extract_xors recognizes 2..=8; a width-4 gate is 8 clauses of width 4, i.e. two unwatched literals per clause and a wider matrix row)	x0 xor x1 xor x2 xor x3 = 1 (8 clauses) plus one unit	no	gate width is `2 + rng.below(2)`, so 2 or 3 only; replicated the MMIX LCG (next_u32 = state>>32) and the generator for the configured seed and run count	ran hits=0/500 seed=0xabcd00995eed2222	UNSAT 24/500 (16 need XOR)	structural-open
R159	axeyum-cnf	crates/axeyum-cnf/src/xor_cdcl.rs	1467	differential_vs_xor_dpll_random	lcg	runs=500 (seed 0x0bad_cafe_1234_5678)	vars 3..=13; plain clauses 0..=4 of width 1..=3 (vars may repeat, signs random); planted XOR gates 0..=2 of width 2..=3 over distinct vars	xor_cdcl verdict == xor_dpll verdict	planted XOR gate of width >= 4 (extract_xors recognizes 2..=8; a width-4 gate is 8 clauses of width 4, i.e. two unwatched literals per clause and a wider matrix row)	x0 xor x1 xor x2 xor x3 = 1 (8 clauses) plus one unit	no	gate width is `2 + rng.below(2)`, so 2 or 3 only; replicated the MMIX LCG (next_u32 = state>>32) and the generator for the configured seed and run count	ran hits=0/500 seed=0x0badcafe12345678	UNSAT 18/500 (8 need XOR); both sides share the same extractor so an extractor bug is invisible here	structural-open
R160	axeyum-cnf	crates/axeyum-cnf/src/xor_cdcl.rs	1515	restart_heavy_instance_still_decides	seed-list	n in [4,8,12,16,20,24] (6 instances)	parity_chain_unsat(n), all UNSAT	verdict stays Unsat under many restarts	a satisfiable parity ring (closing gate x0 xor x_{n-1} = 0), the instance on which a wrong-UNSAT would be observable	parity_chain with the last gate parity false, n=4	no	all UNSAT; a restart that corrupts state toward a wrong Sat would be seen, one toward a wrong Unsat would not	read		structural-open
R161	axeyum-cnf	crates/axeyum-cnf/src/xor_dpll.rs	585	brute_force_agreement_random	lcg	runs=400 (seed 0x5eed_1234_abcd_0001)	vars 3..=13; plain clauses 0..=4 of width 1..=3 (vars may repeat, signs random); planted XOR gates 0..=2 of width 2..=3 over distinct vars	solve_with_xor verdict == brute-force model enumeration; Sat model is in the oracle model set	planted XOR gate of width >= 4 (extract_xors recognizes 2..=8; a width-4 gate is 8 clauses of width 4, i.e. two unwatched literals per clause and a wider matrix row)	x0 xor x1 xor x2 xor x3 = 1 (8 clauses) plus one unit	no	gate width is `2 + rng.below(2)`, so 2 or 3 only; replicated the MMIX LCG (next_u32 = state>>32) and the generator for the configured seed and run count	ran hits=0/400 seed=0x5eed1234abcd0001	reachable in the same run: UNSAT 14/400 of which 7 need the XOR part (clause-only subset SAT); 0-clause formula 30; duplicate-literal clause 90; tautology 67; unit 245; empty clause never (width >= 1)	structural-open
R162	axeyum-cnf	crates/axeyum-cnf/src/xor_dpll.rs	621	differential_vs_native_core_random	lcg	runs=300 (seed 0xabcd_0099_5eed_2222)	vars 3..=13; plain clauses 0..=4 of width 1..=3 (vars may repeat, signs random); planted XOR gates 0..=2 of width 2..=3 over distinct vars	solve_with_xor verdict == native core verdict; our Sat model satisfies	planted XOR gate of width >= 4 (extract_xors recognizes 2..=8; a width-4 gate is 8 clauses of width 4, i.e. two unwatched literals per clause and a wider matrix row)	x0 xor x1 xor x2 xor x3 = 1 (8 clauses) plus one unit	no	gate width is `2 + rng.below(2)`, so 2 or 3 only; replicated the MMIX LCG (next_u32 = state>>32) and the generator for the configured seed and run count	ran hits=0/300 seed=0xabcd00995eed2222	UNSAT 16/300 (13 need XOR); 0-clause 18; dup 45; taut 58; Unknown on either side is skipped silently	structural-open
R163	axeyum-cnf	crates/axeyum-cnf/src/xor_drat.rs	511	soundness_fuzz_no_wrong_unsat	lcg	4000 (seed 0x5A1D_F00D)	vars 2..=6; constraints 2..=6; width 1..=min(vars,16) with repeated vars; parity random	every emitted refutation is check_drat-accepted and the system is genuinely UNSAT; SAT systems never certified	constraint of canonical width 7..=MAX_XOR_WIDTH (16), whose parity encoding is 2^(w-1) >= 64 clauses, and the width-17 decline boundary	x0 xor ... xor x16 = 1 over 17 vars (declined) or a width-8 constraint (128 clauses) inside a 0=1 subset	no	num_vars is `2 + rng.below(5)` so canonical width <= 6 and `num_vars.min(MAX_XOR_WIDTH)` is always num_vars; the > MAX_XOR_WIDTH branch at line 171 is dead in this fuzz	ran hits=0/4000 seed=0x5A1DF00D	reachable: UNSAT 1863/4000 but only 210 have the WHOLE set summing to 0=1 (the rest decline, which the test allows); x xor x cancels to empty support 1867 times (946 with parity 1 = literal 0=1); unit constraints 4651; replicated xorshift* LCG incl. the seed mixing	structural-open
R164	axeyum-cnf	crates/axeyum-cnf/src/xor_extract.rs	844	parity_matches_truth_table_k2_k3_k4	sweep	k in 2..=4 x parity in {false,true} = 6	gate width 2..=4	recognized gate models == XOR truth table; exactly one gate recognized	a gate at the width cap k = MAX_XOR_VARS = 8 (128 clauses of width 8) or any k in 5..=7	xor_clauses(&[0..8], true)	no	the sweep stops at 4 while the recognizer accepts 2..=8 (line 253); only the k = 9 rejection has an example (1031)	read	the solver differentials in xor_dpll/xor_cdcl plant width 2..=3 only, so no random box in the crate exercises a width >= 4 gate through extraction	structural-open
R165	axeyum-cnf	crates/axeyum-cnf/src/xor_extract.rs	1319	a_corrupt_table_cannot_change_the_recovered_xor_set	seed-list	curated_corpus() instances with >= 6 vars; corruption = out-of-range set + every 3-subset of vars 0..5 x both parities + all honest parities flipped	curated encoder instances	a corrupt hint table does not move the recovered XOR set, and still agrees with mining	a hint naming a GENUINE gate's variable set with the wrong parity	the honest table with every rhs negated	yes	branch (c) flips the recorded parity of every honest entry	read		n/a
R166	axeyum-cnf	crates/axeyum-cnf/src/xor_matrix.rs	1310	differential_random_systems_and_sequences	lcg	num_systems=400 (seed 0xA5A5_1234), 6..=15 steps each, total_steps > 2000 asserted	vars 2..=9; constraints 1..=8; width 1..=min(4,vars) with repeats; backtrack with prob 1/4	live implied set and conflict flag == xor_implications oracle after every assign and backtrack; step view == oracle	variable index >= 64 (second u64 word of a packed row, `row[var / 64]`)	constraints {0,64}=1 and {64}=0 over 65 vars; assign x0	no	num_vars is `2 + rng.below(8)`, max 9, so every row fits one word; the example test cross_word_variable_range (128 vars, one assign) is the only multi-word coverage	derived	first-system census (approximate, the assign loop draws are not replayed): unsat at build ~45%, row cancelling to empty ~35%, unit row ~85%, same-support-opposite-parity ~26%; the oracle is xor_implications (xor_search.rs), a second in-crate GF(2) route, not brute force	structural-open
R167	axeyum-cnf	crates/axeyum-cnf/src/xor_matrix.rs	1403	differential_backtrack_heavy	lcg	200 systems x 20 steps (seed 0x0BAD_F00D)	vars 3..=8; constraints 2..=7; width 1..=4	live view == oracle after random assign/backtrack	variable index >= 64 (second u64 word of a packed row, `row[var / 64]`)	constraints {0,64}=1 and {64}=0 over 65 vars; assign x0	no	vars <= 8	derived		structural-open
R168	axeyum-cnf	crates/axeyum-cnf/src/xor_matrix.rs	1432	differential_against_fresh_rebuild_state	lcg	150 systems x 16 steps (seed 0xFEED_BEEF)	vars 3..=8; constraints 2..=7; width 1..=4	incrementally backtracked matrix == fresh matrix replaying the trail	variable index >= 64 (second u64 word of a packed row, `row[var / 64]`)	constraints {0,64}=1 and {64}=0 over 65 vars; assign x0	no	vars <= 8	derived		structural-open
R169	axeyum-cnf	crates/axeyum-cnf/src/xor_matrix.rs	1517	watch_invariant_holds_across_assigns	lcg	150 systems x 16 steps (seed 0xC0FF_EE42)	vars 3..=10; constraints 2..=9; width 1..=4	two-watch invariant holds after every assign/backtrack	variable index >= 64 (second u64 word of a packed row, `row[var / 64]`)	constraints {0,64}=1 and {64}=0 over 65 vars; assign x0	no	vars <= 10	derived		structural-open
R170	axeyum-cnf	crates/axeyum-cnf/src/xor_matrix.rs	1538	perf_rows_examined_per_assign_is_bounded	lcg	1 system, up to 200 assigns (seed 0x5EED_1357)	dense_system: 600 vars, 180 rows of width 4..=10 (repeats allowed)	rows examined per assign < 16 and < rows/4	a hub variable watched by more than 16 rows (the case that would push the per-assign average past the asserted scale)	a variable occurring in 20 of the 180 rows	no	rows draw 4..=10 vars from 600 so per-variable occurrences are Poisson(~2.1); P(>= 17) < 1e-10; both bounds are asserted on averages of a sparse system only	derived	this row IS the only random box in the crate with vars >= 64, but its property is performance, not entailment	structural-open
R171	axeyum-cnf	crates/axeyum-cnf/tests/colouring_encoding_parity.rs	397	python_generator_of_record_matches_on_a_wide_sweep	sweep	>= 1500 instances: a,b in 1..=6 x k 1..=4 x n in [1,2,3,4,5,7,9,12,17,25] + 36 ledger rows x {n-1,n,n+1} + (3,2,5,349..351) + 6 large-coefficient pairs x k in {2,3} x n in [1,6,30,90]	a,b <= 97; k <= 5; n <= 351	Rust encoder output byte-identical to scripts/gen-rado-instance.py	k >= 6 colours (the symmetry-breaking group over six or more colour classes)	Instance::new(1, 1, 6, 14)	no	every band caps k at 4 except the single k = 5 frontier triple; neither encoder asserts a k bound	read	gcd shapes, n < a', n <= k, and coefficients larger than n are all in the sweep	structural-open
R172	axeyum-cnf	crates/axeyum-cnf/tests/drat_backward_file_differential.rs	219	solver_produced_pigeonhole_proofs_agree	seed-list	holes in 2..=5	PHP(holes+1, holes) solver proofs	in-memory and file-backed backward checkers agree (Ok(true)); reference agrees when proof <= 2000 steps	a RAT-but-not-RUP step	blocked-clause lemma	no	solver proofs are RUP-only	read	the reference cross-check is skipped for the longest proof	structural-open
R173	axeyum-cnf	crates/axeyum-cnf/tests/drat_backward_file_differential.rs	279	random_solver_proofs_agree	lcg	200 (xorshift seed 0x5eed_1234_9abc_def1), refuted >= 20 asserted	vars 3..=10; 3-CNF with three DISTINCT vars; clauses 4v..=6v-1	both routes accept every solver proof	a RAT-but-not-RUP step	blocked-clause lemma	no	solver proofs are RUP-only; repeated literals and tautologies are also excluded by construction (distinct vars)	read		structural-open
R174	axeyum-cnf	crates/axeyum-cnf/tests/drat_backward_file_differential.rs	307	corrupted_proofs_agree	lcg	400 (xorshift seed 0xdead_beef_0000_1111)	vars 3..=8; distinct-var 3-CNF; clauses 4v..=6v-1; one mutation per proof: drop a step / negate a literal / swap adjacent steps / insert a random unit Add	both routes agree on the mutated proof; >= 10 rejected and >= 10 accepted	a mutant containing a RAT-but-not-RUP step (where the two routes run their check_rat)	inserted unit Add(l) with no live clause containing -l	no	UNMEASURED (needs the solver's proof): the inserted-unit route is vacuous RAT only when -l is absent from the live set, probability about 1e-3 (3 vars) to 2e-2 (8 vars) per instance in the ORIGINAL clause set and lower once learned clauses are live; the negate-a-literal route reaching a non-vacuous RAT is unquantified	derived	flag for the parent: this is the one row whose verdict rests on an estimate, not a count	structural-open
R175	axeyum-cnf	crates/axeyum-cnf/tests/drat_backward_file_differential.rs	386	arbitrary_step_sequences_agree	lcg	600 (xorshift seed 0x1234_5678_9abc_def0)	vars 3..=6; distinct-var 3-CNF; clauses 4v..=4v+5; 1..=8 proof lines, `d` with prob 1/3, width 0..=2	both routes give the same verdict (refuted / no refutation / rejected), all three reached >= 5 times	a RAT-but-not-RUP lemma with a real resolution candidate	a width-2 lemma over a var whose negation is live	yes	replication of check_drat over the stream: 169 non-vacuous RAT steps, 1 vacuous, 239 RUP, 457 rejected; deletion of a never-added clause 421 times; `d 0` (delete the empty clause) 145 times; refuted 9, no-refutation 134	ran hits=169/600 seed=0x123456789abcdef0	formula UNSAT 118/600	n/a
R176	axeyum-cnf	crates/axeyum-cnf/tests/external_sat_referee.rs	485	seeded_random_3sat_at_the_threshold_ratio_agrees_with_the_external_referee	lcg	120 cases (MMIX seed 0x5eed_1910_5a71_c0de; below uses >>11, bool uses bit 63)	vars 20..=39 (case % 20); clauses round(4.26 n); exactly 3 DISTINCT vars per clause; random signs	native core verdict == cadical/kissat verdict; every model replays	a clause with a repeated variable, a tautology, or a unit (the DIMACS-writer / engine normalization differences the file is about)	(1 1 2) or (1 -1) in the random family	no	the generator rejects a repeated variable (`if !vars.contains(&candidate)`) and fixes width 3; the sibling degenerate_formulas_agree_with_the_external_referee is 7 hand examples	derived	DPLL census: sat 86 unsat 34; the whole test returns early and adjudicates nothing when no cadical/kissat binary is found (banner printed; failure only under AXEYUM_REQUIRE_EXTERNAL_SAT=1)	structural-open
R177	axeyum-cnf	crates/axeyum-cnf/tests/inprocess_proof_path.rs	229	no_option_set_changes_a_verdict	seed-list	19 instances: 7 structured + 12 random_cnf(seed, nvars, nclauses, k) for seeds 1..=12 (k=3: v12/16/20/24; k=4: v14; k=2: v10) x 6 arms	random_cnf: Lcg (MMIX, output state>>33), vars 10..=24, clauses 22..=118, k in {2,3,4}, repeats and tautologies allowed; option sets off/subsume/vivify/bve/preprocess/preprocess-full	every arm reaches the baseline verdict; every sat model satisfies the ORIGINAL	an input formula containing an EMPTY clause (the prelude must normalize and the search must refute it at level 0)	formula(1, vec![vec![]])	no	no corpus member has an empty clause although the corpus() doc comment lists "an empty clause" among the degenerate shapes; unit-contradiction is two units, not an empty clause	read	DPLL census: random seeds 2, 7, 11 UNSAT, the other 9 SAT (9 of 19 UNSAT overall, matching the pinned 54 = 9 x 6); BVE reconstruction on a SAT instance IS reachable (pigeonhole-4-4-sat: each var has 1 positive and 3 negative occurrences, 3 resolvents <= 4)	fixed-seed-class
R178	axeyum-cnf	crates/axeyum-cnf/tests/inprocess_proof_path.rs	264	every_unsat_proof_checks_against_the_original_formula	seed-list	19 instances: 7 structured + 12 random_cnf(seed, nvars, nclauses, k) for seeds 1..=12 (k=3: v12/16/20/24; k=4: v14; k=2: v10) x 6 arms; checked pinned at 54	random_cnf: Lcg (MMIX, output state>>33), vars 10..=24, clauses 22..=118, k in {2,3,4}, repeats and tautologies allowed; option sets off/subsume/vivify/bve/preprocess/preprocess-full	every inprocessed unsat proof check_drats against the original	an UNSAT random instance where a pass strengthened before search	random-k3-v12-c55-s2	yes	random seeds 2, 7, 11 are UNSAT (DPLL) and the pinned count 54 = 9 unsat x 6 arms	ran hits=3/12 seed=1..12		n/a
R179	axeyum-cnf	crates/axeyum-cnf/tests/inprocess_proof_path.rs	300	every_pass_prefix_verifies_on_its_own	seed-list	19 instances: 7 structured + 12 random_cnf(seed, nvars, nclauses, k) for seeds 1..=12 (k=3: v12/16/20/24; k=4: v14; k=2: v10) x 6 arms	random_cnf: Lcg (MMIX, output state>>33), vars 10..=24, clauses 22..=118, k in {2,3,4}, repeats and tautologies allowed; option sets off/subsume/vivify/bve/preprocess/preprocess-full	each pass prefix alone is a DRAT derivation of the original	an input formula containing an EMPTY clause (the prelude must normalize and the search must refute it at level 0)	formula(1, vec![vec![]])	no	no corpus member has an empty clause although the corpus() doc comment lists "an empty clause" among the degenerate shapes; unit-contradiction is two units, not an empty clause	read		fixed-seed-class
