fact_id	route	curation	language	subject	n_evidence	n_checkers	checker_fanout_min	checker_fanout_max	kernel_theorem	per_theorem_footprint	env_footprint	circularity	semantic_falsification	mutation_control	independent_replay	coverage_bearing_checker	protection_count	exact_statement	subject_guessed	coverage_by_guess_only	checkers_multi	checkers_name_producer
F:creal-meshmax-step-le	kernel-lean	generated-unreviewed	lean4	CReal.meshMax_step_le	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-meshreciprocalmul	kernel-lean	generated-unreviewed	lean4	CReal.meshReciprocalMul	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-meshscaledleofge	kernel-lean	-	lean4	CReal.meshScaledLeOfGe	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-min-congr	kernel-lean	generated-unreviewed	lean4	CReal.min_congr	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-min-le-left	kernel-lean	generated-unreviewed	lean4	CReal.min_le_left	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-min-le-right	kernel-lean	generated-unreviewed	lean4	CReal.min_le_right	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-min-mono-left	kernel-lean	generated-unreviewed	lean4	CReal.min_mono_left	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-monotone-of-le-succ	kernel-lean	generated-unreviewed	lean4	CReal.monotone_of_le_succ	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-monotone-of-nonneg-deriv	kernel-lean	generated-unreviewed	lean4	CReal.monotone_of_nonneg_deriv	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-mul-assoc	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.mul_assoc	yes	yes	yes
F:creal-mul-comm	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.mul_comm	yes	yes	no
F:creal-mul-congr	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.mul_congr	yes	yes	yes
F:creal-mul-inv-cancel	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.mul_inv_cancel	yes	yes	no
F:creal-mul-le-mul-of-nonneg-left	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.mul_le_mul_of_nonneg_left	yes	yes	yes
F:creal-mul-nonneg	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.mul_nonneg	yes	yes	yes
F:creal-mul-one	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.mul_one	yes	yes	yes
F:creal-mul-pos	kernel-lean	generated-unreviewed	lean4	CReal.mul_pos	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-mul-riemannsum	kernel-lean	generated-unreviewed	lean4	CReal.mul_riemannSum	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-mul-self-abs	kernel-lean	generated-unreviewed	lean4	CReal.mul_self_abs	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-mul-self-sqrt	kernel-lean	generated-unreviewed	lean4	CReal.mul_self_sqrt	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-mul-sub-one-geom-tail	kernel-lean	generated-unreviewed	lean4	CReal.mul_sub_one_geom_tail	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-mul-sub-one-geom	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.mul_sub_one_geom	yes	yes	no
F:creal-mul-sumrange	kernel-lean	generated-unreviewed	lean4	CReal.mul_sumRange	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-mul-zero	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.mul_zero	yes	yes	yes
F:creal-mulpowcongr	kernel-lean	-	lean4	CReal.mulPowCongr	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-mvt-interiorextremum	kernel-lean	generated-unreviewed	lean4	CReal.mvt_interiorExtremum	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-natdivsuccsteple	kernel-lean	generated-unreviewed	lean4	CReal.natDivSuccStepLe	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-natsqrtle	kernel-lean	generated-unreviewed	lean4	CReal.natSqrtLe	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-natsqrtlt	kernel-lean	generated-unreviewed	lean4	CReal.natSqrtLt	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-natsqrtspec	kernel-lean	generated-unreviewed	lean4	CReal.natSqrtSpec	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-neg-congr	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.neg_congr	yes	yes	yes
F:creal-neg-four-le-cosone	kernel-lean	-	lean4	CReal.neg_four_le_cosOne	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-neg-le-abs	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.neg_le_abs	yes	yes	yes
F:creal-neg-le-neg	kernel-lean	generated-unreviewed	lean4	CReal.neg_le_neg	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-neg-mul-neg	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.neg_mul_neg	yes	yes	yes
F:creal-neg-sub-swap	kernel-lean	generated-unreviewed	lean4	CReal.neg_sub_swap	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-negonepowdouble	kernel-lean	-	lean4	CReal.negOnePowDouble	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-not-apart-one-of-pow-succ-eq-one	kernel-lean	generated-unreviewed	lean4	CReal.not_apart_one_of_pow_succ_eq_one	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-not-equiv-abs-neg-one	kernel-lean	generated-unreviewed	lean4	CReal.not_equiv_abs_neg_one	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-not-equiv-mul-one-one-zero	kernel-lean	generated-unreviewed	lean4	CReal.not_equiv_mul_one_one_zero	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-not-equiv-of-apart	kernel-lean	generated-unreviewed	lean4	CReal.not_equiv_of_apart	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-not-le-one-zero	kernel-lean	generated-unreviewed	lean4	CReal.not_le_one_zero	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-not-le-zero-neg-one	kernel-lean	generated-unreviewed	lean4	CReal.not_le_zero_neg_one	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-ofnat-add	kernel-lean	generated-unreviewed	lean4	CReal.ofNat_add	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-ofnat-le	kernel-lean	generated-unreviewed	lean4	CReal.ofNat_le	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-ofnat-mul	kernel-lean	generated-unreviewed	lean4	CReal.ofNat_mul	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-ofrat-add	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.ofRat_add	yes	yes	yes
F:creal-ofrat-le	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.ofRat_le	yes	yes	yes
F:creal-ofrat-mul	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.ofRat_mul	yes	yes	yes
F:creal-ofrat-neg	kernel-lean	generated-unreviewed	lean4	CReal.ofRat_neg	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-ofrat-pos	kernel-lean	generated-unreviewed	lean4	CReal.ofRat_pos	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-ofrat-pow	kernel-lean	generated-unreviewed	lean4	CReal.ofRat_pow	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-ofrat-sub	kernel-lean	generated-unreviewed	lean4	CReal.ofRat_sub	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-one-le-pow-of-one-le	kernel-lean	generated-unreviewed	lean4	CReal.one_le_pow_of_one_le	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-order-reflect-of-pos-deriv	kernel-lean	generated-unreviewed	lean4	CReal.order_reflect_of_pos_deriv	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-polyadd	kernel-lean	-	lean4	CReal.polyAdd	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-polydegreelt-polyadd	kernel-lean	-	lean4	CReal.polyDegreeLt_polyAdd	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-polydegreelt-polyscale	kernel-lean	-	lean4	CReal.polyDegreeLt_polyScale	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-polydegreelt	kernel-lean	-	lean4	CReal.polyDegreeLt	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-polyeval-polyadd	kernel-lean	-	lean4	CReal.polyEval_polyAdd	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-polyeval-polyscale	kernel-lean	-	lean4	CReal.polyEval_polyScale	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-polyeval-succ	kernel-lean	-	lean4	CReal.polyEval_succ	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-polyeval-zero	kernel-lean	-	lean4	CReal.polyEval_zero	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-polyeval	kernel-lean	-	lean4	CReal.polyEval	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-polyscale	kernel-lean	-	lean4	CReal.polyScale	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pos-bound-of-lt	kernel-lean	generated-unreviewed	lean4	CReal.pos_bound_of_lt	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pos-of-pos-bound	kernel-lean	generated-unreviewed	lean4	CReal.pos_of_pos_bound	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-add	kernel-lean	generated-unreviewed	lean4	CReal.pow_add	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-congr	kernel-lean	generated-unreviewed	lean4	CReal.pow_congr	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-half-le-natdivsucc	kernel-lean	generated-unreviewed	lean4	CReal.pow_half_le_natDivSucc	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-le-natdivsucc-of-gap	kernel-lean	generated-unreviewed	lean4	CReal.pow_le_natDivSucc_of_gap	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-le-natdivsucc-of-lt	kernel-lean	generated-unreviewed	lean4	CReal.pow_le_natDivSucc_of_lt	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-le-one	kernel-lean	generated-unreviewed	lean4	CReal.pow_le_one	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-le-pow-of-base-le	kernel-lean	generated-unreviewed	lean4	CReal.pow_le_pow_of_base_le	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-le-pow-of-le-one	kernel-lean	generated-unreviewed	lean4	CReal.pow_le_pow_of_le_one	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-le-pow-of-one-le	kernel-lean	generated-unreviewed	lean4	CReal.pow_le_pow_of_one_le	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-nonneg	kernel-lean	generated-unreviewed	lean4	CReal.pow_nonneg	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-pos	kernel-lean	generated-unreviewed	lean4	CReal.pow_pos	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-succ-gt-one	kernel-lean	generated-unreviewed	lean4	CReal.pow_succ_gt_one	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-succ-lt-one	kernel-lean	generated-unreviewed	lean4	CReal.pow_succ_lt_one	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-succ	kernel-lean	generated-unreviewed	lean4	CReal.pow_succ	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-pow-zero	kernel-lean	generated-unreviewed	lean4	CReal.pow_zero	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-powerseriesterm-abs-le	kernel-lean	-	lean4	CReal.powerSeriesTerm_abs_le	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-powerseriesterm-congr	kernel-lean	-	lean4	CReal.powerSeriesTerm_congr	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-powerseriesterm	kernel-lean	-	lean4	CReal.powerSeriesTerm	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-powerseriesuniformconvergeson	kernel-lean	-	lean4	CReal.powerSeriesUniformConvergesOn	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-powmuldistrib	kernel-lean	generated-unreviewed	lean4	CReal.powMulDistrib	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-rat-approx-lower	kernel-lean	generated-unreviewed	lean4	CReal.rat_approx_lower	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-rat-approx-upper	kernel-lean	generated-unreviewed	lean4	CReal.rat_approx_upper	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-ratindexratioleone	kernel-lean	generated-unreviewed	lean4	CReal.ratIndexRatioLeOne	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-ratiodecaybound	kernel-lean	generated-unreviewed	lean4	CReal.ratioDecayBound	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-ratsqle	kernel-lean	generated-unreviewed	lean4	CReal.ratSqLe	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-ratsqsandwich	kernel-lean	generated-unreviewed	lean4	CReal.ratSqSandwich	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-ratuniteqone	kernel-lean	generated-unreviewed	lean4	CReal.ratUnitEqOne	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-reblockblock-eq-fineblocksum	kernel-lean	generated-unreviewed	lean4	CReal.reblockBlock_eq_fineBlockSum	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-regular-of-kregular	kernel-lean	generated-unreviewed	lean4	CReal.regular_of_kregular	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-regular-of-scaled-cauchy	kernel-lean	generated-unreviewed	lean4	CReal.regular_of_scaled_cauchy	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-regular	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.regular	yes	yes	yes
F:creal-riemannsamplecrossingclose	kernel-lean	-	lean4	CReal.riemannSampleCrossingClose	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsum-add	kernel-lean	generated-unreviewed	lean4	CReal.riemannSum_add	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsum-cauchy	kernel-lean	-	lean4	CReal.riemannSum_cauchy	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsum-const	kernel-lean	generated-unreviewed	lean4	CReal.riemannSum_const	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsum-integral-close	kernel-lean	-	lean4	CReal.riemannSum_integral_close	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsum-le-on	kernel-lean	generated-unreviewed	lean4	CReal.riemannSum_le_on	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsum-le	kernel-lean	generated-unreviewed	lean4	CReal.riemannSum_le	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsum-reblock-close	kernel-lean	generated-unreviewed	lean4	CReal.riemannSum_reblock_close	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsum-sample-in-bounds	kernel-lean	generated-unreviewed	lean4	CReal.riemannSum_sample_in_bounds	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsum-sharedaccuracyclose-at	kernel-lean	-	lean4	CReal.riemannSum_sharedAccuracyClose_at	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsum-sharedaccuracyclose	kernel-lean	generated-unreviewed	lean4	CReal.riemannSum_sharedAccuracyClose	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsum-split-exact-of-uc	kernel-lean	-	lean4	CReal.riemannSum_split_exact_of_uc	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsum-split-exact	kernel-lean	-	lean4	CReal.riemannSum_split_exact	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsum-split-scale-invariant	kernel-lean	-	lean4	CReal.riemannSum_split_scale_invariant	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsumaddcauchycross	kernel-lean	generated-unreviewed	lean4	CReal.riemannSumAddCauchyCross	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsumdeepcauchy	kernel-lean	generated-unreviewed	lean4	CReal.riemannSumDeepCauchy	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsumdeepcauchycross	kernel-lean	generated-unreviewed	lean4	CReal.riemannSumDeepCauchyCross	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsumdeepcauchycrossfolded	kernel-lean	generated-unreviewed	lean4	CReal.riemannSumDeepCauchyCrossFolded	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsumdeepcauchyfolded	kernel-lean	generated-unreviewed	lean4	CReal.riemannSumDeepCauchyFolded	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-riemannsumtotalepsle	kernel-lean	generated-unreviewed	lean4	CReal.riemannSumTotalEpsLe	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-rolle-interiorextremum	kernel-lean	generated-unreviewed	lean4	CReal.rolle_interiorExtremum	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-samplelowerbound	kernel-lean	generated-unreviewed	lean4	CReal.sampleLowerBound	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-samplepoint-reblock	kernel-lean	generated-unreviewed	lean4	CReal.samplePoint_reblock	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sampleupperbound	kernel-lean	generated-unreviewed	lean4	CReal.sampleUpperBound	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-scale-cancel-le	kernel-lean	generated-unreviewed	lean4	CReal.scale_cancel_le	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sharedindextocanonical	kernel-lean	-	lean4	CReal.sharedIndexToCanonical	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sindominant16over25cauchybody	kernel-lean	generated-unreviewed	lean4	CReal.sinDominant16Over25CauchyBody	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sinfnterm-congr	kernel-lean	generated-unreviewed	lean4	CReal.sinFnTerm_congr	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sinfntermabslewide	kernel-lean	generated-unreviewed	lean4	CReal.sinFnTermAbsLeWide	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sinfnuniformconverges	kernel-lean	generated-unreviewed	lean4	CReal.sinFnUniformConverges	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sinfnuniformlycontinuous	kernel-lean	generated-unreviewed	lean4	CReal.sinFnUniformlyContinuous	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sinone-alternating-lower	kernel-lean	-	lean4	CReal.sinOne_alternating_lower	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sinone-alternating-upper	kernel-lean	-	lean4	CReal.sinOne_alternating_upper	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sinone-le-exp-term-one	kernel-lean	-	lean4	CReal.sinOne_le_exp_term_one	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sinone-nonneg	kernel-lean	-	lean4	CReal.sinOne_nonneg	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sinone	kernel-lean	-	lean4	CReal.sinOne	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sinoneconverges	kernel-lean	-	lean4	CReal.sinOneConverges	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sinseriespartial	kernel-lean	-	lean4	CReal.sinSeriesPartial	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sinterm	kernel-lean	-	lean4	CReal.sinTerm	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sintermabsledominant	kernel-lean	-	lean4	CReal.sinTermAbsLeDominant	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-speedup-close	kernel-lean	generated-unreviewed	lean4	CReal.speedup_close	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-splitpointapprox	kernel-lean	generated-unreviewed	lean4	CReal.splitPointApprox	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sq-nonneg	kernel-lean	-	lean4	-	2	2	1	463	no	no	yes	no	no	no	no	no	1	yes	CReal.sq_nonneg	yes	yes	yes
F:creal-sqrt-congr	kernel-lean	generated-unreviewed	lean4	CReal.sqrt_congr	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sqrt-le-sqrt	kernel-lean	generated-unreviewed	lean4	CReal.sqrt_le_sqrt	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sqrt-mul	kernel-lean	generated-unreviewed	lean4	CReal.sqrt_mul	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sqrt-nonneg	kernel-lean	generated-unreviewed	lean4	CReal.sqrt_nonneg	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sqrt-one	kernel-lean	generated-unreviewed	lean4	CReal.sqrt_one	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sqrt-sq	kernel-lean	generated-unreviewed	lean4	CReal.sqrt_sq	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sqrt-zero	kernel-lean	generated-unreviewed	lean4	CReal.sqrt_zero	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sqrtapproxkregular	kernel-lean	generated-unreviewed	lean4	CReal.sqrtApproxKRegular	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-sqrtapproxsqbracket	kernel-lean	generated-unreviewed	lean4	CReal.sqrtApproxSqBracket	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-strict-antitone-of-neg-deriv	kernel-lean	generated-unreviewed	lean4	CReal.strict_antitone_of_neg_deriv	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-strict-injective-of-pos-deriv	kernel-lean	generated-unreviewed	lean4	CReal.strict_injective_of_pos_deriv	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-strict-mono-comp	kernel-lean	generated-unreviewed	lean4	CReal.strict_mono_comp	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-strict-mono-magnitude	kernel-lean	generated-unreviewed	lean4	CReal.strict_mono_magnitude	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:creal-strict-mono-of-pos-deriv	kernel-lean	generated-unreviewed	lean4	CReal.strict_mono_of_pos_deriv	2	2	1	463	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
